PMID,Date,PreceedingText,Estimate,Lower,Upper,Ratio,Beta  
23785112,2013 Aug 1,r depression risk (relative risk = ,0.85,0.76,0.95,True,False
33972995,2021 Oct 1,ation (trials: hazard ratio (HR) = ,2.3,1.2,4.4,True,False
33972995,2021 Oct 1,"(CI): 1.2, 4.4); transported: HR = ",1.8,0.9,4.4,True,False
33972995,2021 Oct 1,fference was similar (trials: HR = ,5.1,1.6,8.7,True,False
33972995,2021 Oct 1,"% CI: 1.6, 8.7); transported: HR = ",5.4,0.4,11.4,True,False
22791738,2012 Aug 1,"interval: 0.18, 0.32; fathers: β = ",0.21,0.15,0.27,False,True
23648804,2013 Jul 15,t in eastern Germany (odds ratio = ,1.98,1.81,2.14,True,False
23648804,2013 Jul 15,northeastern Germany (odds ratio = ,1.58,1.40,1.77,True,False
23648804,2013 Jul 15,s of type 2 diabetes (odds ratio = ,1.62,1.25,2.09,True,False
24142915,2014 Jan 15,persons with LTBI was estimated as ,0.084,0.083,0.085,False,False
24142915,2014 Jan 15,odeficiency virus coinfection were ,1.82,1.74,1.89,False,False
24142915,2014 Jan 15,"were 1.82 (95% CI: 1.74, 1.89) and ",0.073,0.070,0.075,False,False
24091887,2014 Jan 1, colon adenomas (odds ratio (OR) = ,0.71,0.52,0.97,True,False
24091887,2014 Jan 1,in women older than 55 years (OR = ,0.64,0.44,0.91,True,False
24091887,2014 Jan 1,in women 55 years or younger (OR = ,1.24,0.81,1.89,True,False
10997544,2000 Sep 15,ind women in the placebo group was ,0.26,0.13,0.55,False,False
10997544,2000 Sep 15, vitamin A/beta-carotene group was ,0.32,0.10,0.91,False,True
10997544,2000 Sep 15," was 0.32 (95% CI: 0.10, 0.91) and ",0.18,0.09,0.36,False,False
30874714,2019 Jun 1, mass index (weight (kg)/height (m),2,0.24,1.38,False,False
23568594,2013 May 15,leep disturbance (score >50) had a ,29,2,48,False,False
23568594,2013 May 15,r adjusted sperm concentration and ,1.6,0.3,3.0,True,False
15583369,2004 Dec 15,ith a one-unit increase in BMI was ,1.05,1.04,1.06,False,False
15583369,2004 Dec 15,ith a 10-cm increase in height was ,1.19,1.13,1.26,False,False
15583369,2004 Dec 15,"19 (95% CI: 1.13, 1.26) in men and ",1.17,1.09,1.26,False,False
23186750,2012 Dec 15,"m(2) increase, hazard ratio (HR) = ",1.18,1.11,1.25,True,False
23186750,2012 Dec 15,"1.11, 1.25), at age 50 years (HR = ",1.18,1.10,1.26,True,False
23186750,2012 Dec 15,", 1.26), and at age 35 years (HR = ",1.16,1.07,1.25,True,False
21810727,2011 Oct 1,ultivitamin use (odds ratio (OR) = ,1.46,1.09,1.96,True,False
23299695,2013 Feb 1,isk of lung cancer (hazard ratio = ,4.64,2.92,7.38,True,False
23299695,2013 Feb 1,othelial carcinoma (hazard ratio = ,2.02,1.23,3.30,True,False
23299695,2013 Feb 1,d lung cancer risk (hazard ratio = ,2.76,1.35,5.67,True,False
16740590,2006 Jul 15, combined odds ratios for VTE were ,0.63,0.46,0.86,True,False
16740590,2006 Jul 15,"tes of the FXIII Val34Leu variant, ",0.89,0.80,0.99,False,False
16740590,2006 Jul 15,", 0.99) for the heterozygotes, and ",0.85,0.77,0.95,False,False
21190987,2011 Feb 1, in the risk of PTSD (odds ratio = ,2.09,1.84,2.36,True,False
16968859,2006 Dec 1,p prostate cancer (relative risk = ,0.77,0.60,0.98,True,False
16968859,2006 Dec 1,terval included 1 (relative risk = ,0.73,0.51,1.05,True,False
26121988,2015 Jul 15,ing childhood (hazard ratio (HR) = ,1.49,1.04,2.14,True,False
26121988,2015 Jul 15,"I): 1.04, 2.14), adolescence (HR = ",1.57,1.09,2.26,True,False
26121988,2015 Jul 15,": 1.09, 2.26), and adulthood (HR = ",2.53,1.79,3.59,True,False
19372213,2009 Jun 1,ilar for autism (odds ratio (OR) = ,2.0,1.3,3.0,True,False
19372213,2009 Jun 1,rder not otherwise specified (OR = ,2.2,1.1,4.3,True,False
19372213,2009 Jun 1,ut not for Asperger syndrome (OR = ,0.5,0.1,1.9,True,False
20042437,2010 Feb 15,"(median, 12 g/day) (hazard ratio = ",0.71,0.56,0.91,True,False
11390319,2001 Jun 1,rom all cancers (rate ratio (RR) = ,1.3,1.0,1.7,True,False
11390319,2001 Jun 1,"I): 1.0, 1.7), rectal cancer (RR = ",2.4,1.2,4.6,True,False
11390319,2001 Jun 1,": 1.2, 4.6), and lung cancer (RR = ",1.3,1.0,1.7,True,False
11390319,2001 Jun 1,ms was found in both genders (RR = ,1.7,1.2,2.5,True,False
11390319,2001 Jun 1,t 10-year observation period (RR = ,4.9,1.5,16.4,True,False
11390319,2001 Jun 1,e for non-Hodgkin's lymphoma (RR = ,2.8,1.1,7.0,True,False
11390319,2001 Jun 1,"1, 7.0) and myeloid leukemia (RR = ",3.8,1.2,12.5,True,False
11390319,2001 Jun 1,"eported, notably among women (RR = ",2.4,1.2,4.6,True,False
12543618,2003 Feb 1,onger than 12 months (odds ratio = ,2.47,1.30,4.69,True,False
20007994,2010 Jan 15,2 months (pooled odds ratio (OR) = ,1.33,1.14,1.54,True,False
20007994,2010 Jan 15,eking care for low back pain (OR = ,1.56,1.46,1.67,True,False
20007994,2010 Jan 15,"), and chronic low back pain (OR = ",1.43,1.28,1.60,True,False
20007994,2010 Jan 15,=1 day in the past 12 months (OR = ,1.53,1.22,1.92,True,False
12672680,2003 Apr 1,f prostate cancer (relative risk = ,2.90,1.26,6.68,True,False
26825926,2016 Feb 15, trauma and ALS (odds ratio (OR) = ,1.09,0.99,1.19,True,False
26825926,2016 Feb 15,ears was associated with ALS (OR = ,1.22,1.08,1.37,True,False
26825926,2016 Feb 15,aumas at older ages were not (OR = ,0.97,0.85,1.10,True,False
11581102,2001 Oct 1,"ethod I, the relative hazards were ",1.52,0.93,2.49,True,False
11581102,2001 Oct 1,"idence interval (CI): 0.93, 2.49), ",0.91,0.66,1.26,False,False
11581102,2001 Oct 1,"9), 0.91 (95% CI: 0.66, 1.26), and ",0.30,0.18,0.51,False,False
11581102,2001 Oct 1,orresponding relative hazards were ,1.52,1.10,2.09,True,False
11581102,2001 Oct 1,"ds were 1.52 (95% CI: 1.10, 2.09), ",1.03,0.77,1.38,False,False
11581102,2001 Oct 1,"9), 1.03 (95% CI: 0.77, 1.38), and ",0.31,0.21,0.45,False,False
27188946,2016 Jun 1,te of hypertension (hazard ratio = ,0.88,0.82,0.95,True,False
36799563,2023 Jun 2, in neighborhood SES resulted in a ,6.6,5.6,7.5,False,False
36799563,2023 Jun 2," in the proportion of SGA birth, a ",9.1,7.6,10.6,False,False
36799563,2023 Jun 2,"7.6, 10.6) reduction in LBW, and a ",5.8,5.7,6.2,False,False
19342401,2009 Jun 1,"rin NSAIDs, and acetaminophen were ",1.11,0.92,1.33,False,False
19342401,2009 Jun 1,"idence interval (CI): 0.92, 1.33), ",0.81,0.64,1.01,False,False
19342401,2009 Jun 1,"3), 0.81 (95% CI: 0.64, 1.01), and ",1.14,0.92,1.43,False,False
31899792,2020 Sep 1,reased risk for ESCC (odds ratio = ,1.61,1.33,1.96,True,False
31899792,2020 Sep 1,e excess risk due to interaction = ,1.28,0.39,2.18,False,False
16524953,2006 Aug 1," lifetime ethanol intake were 1.0, ",1.2,0.6,2.2,False,False
16524953,2006 Aug 1,"ence interval (CI): 0.6, 2.2), and ",2.3,1.2,4.4,False,False
16524953,2006 Aug 1,"for trend = 0.01) for men and 1.0, ",1.1,0.5,2.4,False,False
16524953,2006 Aug 1,"d 1.0, 1.1 (95% CI: 0.5, 2.4), and ",1.7,0.7,3.8,False,False
24786797,2014 Jun 1,ard ratio for a BMI of 23-24.9 was ,1.22,1.16,1.29,True,False
24786797,2014 Jun 1,"), that for a BMI of 25.0-27.4 was ",1.57,1.48,1.67,False,False
24786797,2014 Jun 1,"), that for a BMI of 27.5-29.9 was ",2.40,2.17,2.65,False,False
24786797,2014 Jun 1,".65), and that for a BMI ≥30.0 was ",3.15,2.76,3.60,False,False
24786797,2014 Jun 1,compared with a stable weight were ,1.12,1.03,1.22,False,False
24786797,2014 Jun 1,"3, 1.22) for a gain of 2.5-4.9 kg, ",1.41,1.31,1.52,False,False
24786797,2014 Jun 1,".31, 1.52) for a gain of 5-9.9 kg, ",1.72,1.59,1.86,False,False
24786797,2014 Jun 1,".86) for a gain of 10-14.9 kg, and ",2.45,2.27,2.63,False,False
20534821,2010 Jul 15,trol exposure (hazard ratio (HR) = ,1.45,1.27,1.65,True,False
20534821,2010 Jul 15,ternal prepregnancy diabetes (HR = ,1.33,0.89,1.98,True,False
20534821,2010 Jul 15,", 1.98) and low birth weight (HR = ",1.09,0.99,1.20,True,False
20534821,2010 Jul 15,ith a later age at menopause (HR = ,0.95,0.89,1.01,True,False
11479187,2001 Aug 1,ltivariate-adjusted hazard ratio = ,2.10,1.34,3.29,True,False
11479187,2001 Aug 1,ltivariate adjusted hazard ratio = ,2.28,1.29,4.02,True,False
18353804,2008 May 15,>2 servings/week versus never were ,2.2,2.6,7.0,False,False
18353804,2008 May 15," (CI): -2.6, 7.0) for the PPVT and ",6.4,2.0,10.8,False,False
18353804,2008 May 15,"cury in the top decile, they were -",4.5,8.5,0.4,False,False
18353804,2008 May 15," CI: -8.5, -0.4) for the PPVT and -",4.6,8.3,0.9,False,False
18408226,2008 Jun 15,owest concentrations (odds ratio = ,0.66,0.40,1.09,True,False
11978583,2002 May 1,ry (90th vs. 30th percentile) were ,1.90,1.39,2.60,False,False
11978583,2002 May 1,"rval (CI): 1.39, 2.60) for Asres1, ",1.90,1.38,2.62,False,False
11978583,2002 May 1,"0 (95% CI: 1.38, 2.62) for Asres2, ",1.19,0.64,2.12,False,False
11978583,2002 May 1,"5% CI: 0.64, 2.12) for Asnut1, and ",1.83,0.98,3.43,False,False
24722997,2014 May 15,"rval: -1.08, -0.50) and -1.79 kg/m(",1.2,2.15,1.42,False,False
29087432,2018 May 1,d hazard ratios for lung cancer of ,27.24,22.42,33.09,True,False
29087432,2018 May 1,"e interval (CI): 22.42, 33.09) and ",23.90,20.57,27.76,False,False
29087432,2018 May 1,"nuously, men had a hazard ratio of ",1.43,1.39,1.48,True,False
29087432,2018 May 1, 1.48) and women a hazard ratio of ,1.64,1.57,1.71,True,False
18065725,2008 Feb 15,with GSTT1 null (odds ratio (OR) = ,1.19,0.99,1.44,True,False
18065725,2008 Feb 15,.44) and possibly GSTM1 null (OR = ,1.16,0.89,1.53,True,False
18065725,2008 Feb 15,13G suggested no excess risk (OR = ,0.75,0.50,1.15,True,False
29596644,2018 Aug 1, participants' (prevalence ratio = ,0.83,0.73,0.95,True,False
11914188,2002 Apr 1,st of four melanin categories were ,6.2,2.3,16.6,False,False
11914188,2002 Apr 1,"fidence interval (CI): 2.3, 16.6), ",6.3,2.6,15.1,False,False
11914188,2002 Apr 1,"6.6), 6.3 (95% CI: 2.6, 15.1), and ",4.2,1.7,10.8,False,False
11914188,2002 Apr 1,".2 (95% CI: 1.7, 10.8) for men and ",1.9,1.0,3.7,False,False
11914188,2002 Apr 1,"or men and 1.9 (95% CI: 1.0, 3.7), ",1.4,0.7,3.0,False,False
11914188,2002 Apr 1," 3.7), 1.4 (95% CI: 0.7, 3.0), and ",0.7,0.3,1.7,False,False
28520888,2017 Sep 1, of cerebrovascular mortality were ,1.08,0.88,1.33,False,False
28520888,2017 Sep 1, of cerebrovascular mortality were ,1.05,0.98,1.12,False,False
28520888,2017 Sep 1,"ns for respiratory mortality, with ",1.06,0.76,1.50,False,False
28520888,2017 Sep 1,upwind congestion within 150 m and ,1.02,0.95,1.10,False,False
24685533,2014 May 1,adjusted for assay variation) were ,0.73,0.63,0.82,False,False
24685533,2014 May 1,".63, 0.82) for total estradiol and ",0.59,0.47,0.72,False,False
28633342,2017 Nov 1, the sodium-to-potassium ratio was ,1.13,1.04,1.22,True,False
28633342,2017 Nov 1," 1.22) for coronary heart disease, ",1.20,1.01,1.42,False,False
28633342,2017 Nov 1,"1.01, 1.42) for heart failure, and ",1.11,1.04,1.19,False,False
28633342,2017 Nov 1,zard ratios for 20% increases were ,1.11,0.95,1.30,True,False
28633342,2017 Nov 1,"95% CI: 0.95, 1.30) for sodium and ",0.85,0.73,0.99,False,False
28633342,2017 Nov 1,ding values for heart failure were ,1.36,1.02,1.82,False,False
28633342,2017 Nov 1,"95% CI: 1.02, 1.82) for sodium and ",0.90,0.69,1.18,False,False
34343247,2021 Dec 1,after the death (odds ratio (OR) = ,3.31,2.85,3.85,True,False
34343247,2021 Dec 1,rst 3 months after the death (OR = ,2.63,2.06,3.36,True,False
34343247,2021 Dec 1,5 months after sibling death (OR = ,1.52,1.11,2.07,True,False
34343247,2021 Dec 1,rst 3 months after the death (OR = ,1.75,1.32,2.32,True,False
35872596,2022 Oct 20,"ohort (n = 1,141; C statistic: C = ",0.91,0.89,0.94,False,False
17947220,2008 Jan 15,ome in association with TOF (AOR = ,1.4,0.8,2.5,True,False
17947220,2008 Jan 15,sociation with spina bifida (AOR = ,1.4,1.0,2.0,True,False
19692327,2009 Sep 15,or baseline HPV-positive women was ,52,12.1,222.5,False,False
19692327,2009 Sep 15,e crude relative risk of CIN2+ was ,167,21.9,"1,265",True,False
23900553,2013 Sep 15,ith anal cancer (odds ratio (OR) = ,2.59,1.25,5.34,True,False
23900553,2013 Sep 15,s were antibodies against L1 (OR = ,4.52,2.00,10.20,True,False
23900553,2013 Sep 15,dir (OR per 100-cell/μL decrease = ,1.53,1.18,2.00,True,False
23900553,2013 Sep 15,sis (OR per 100-cell/μL decrease = ,1.24,1.08,1.42,True,False
23900553,2013 Sep 15,s (OR for <200 vs. ≥500 cells/μL = ,14.0,3.85,50.9,True,False
10645818,2000 Jan 15,alcohol-adjusted odds ratio (OR) = ,2.0,1.3,3.2,True,False
10645818,2000 Jan 15,ent smokers (alcohol-adjusted OR = ,3.5,1.9,6.4,True,False
10645818,2000 Jan 15,mer smokers (alcohol-adjusted OR = ,1.5,0.9,2.4,True,False
32648905,2020 Dec 1," 6 months, and these patients were ",8.0,6.2,9.7,False,False
32648905,2020 Dec 1,month retention (risk difference = ,2.9,0.6,5.2,False,False
32648905,2020 Dec 1,n and retention (risk difference = ,5.8,3.0,8.6,False,False
21084556,2011 Jan 1,"l (CI): 0.52, 0.55; SMR(spouses) = ",0.52,0.50,0.55,False,False
21084556,2011 Jan 1,s of machine-related deaths (SMR = ,4.15,3.18,5.31,False,False
21084556,2011 Jan 1,ehicle nontraffic accidents (SMR = ,2.80,1.81,4.14,False,False
21084556,2011 Jan 1,and collisions with objects (SMR = ,2.12,1.25,3.34,False,False
16641309,2006 Jun 15,"AA genotype, cognitive decline was ",1.58,1.07,2.35,False,False
16641309,2006 Jun 15,ticipants with the AG genotype and ,1.96,1.33,2.88,False,False
33025002,2021 Feb 1,e estrogens with a hazard ratio of ,0.82,0.71,0.95,True,False
33025002,2021 Feb 1,al index hazard ratio estimates of ,1.06,0.95,1.19,True,False
25255811,2014 Nov 1,els adjusted for BMI (odds ratio = ,4.37,1.44,13.28,True,False
21228415,2011 Feb 15,lorectal cancer (odds ratio (OR) = ,0.70,0.51,0.96,True,False
21228415,2011 Feb 15,"nd for 1,800 or more bottles, OR = ",0.62,0.41,0.96,True,False
28472264,2017 Aug 1,rn of stable housing (odds ratio = ,4.4,2.9,6.8,True,False
28472264,2017 Aug 1,agnosed STI rates (relative risk = ,0.3,0.2,0.7,True,False
22411861,2012 May 1,zation with TIV (odds ratio (OR) = ,0.7,0.2,2.8,True,False
22411861,2012 May 1,"(CI): 0.2, 2.8), HBV vaccine (OR = ",0.8,0.2,2.4,True,False
22411861,2012 May 1,eating all vaccines combined; OR = ,0.9,0.6,1.4,True,False
30358819,2019 Feb 1,c concentration (μg/L) ranged from ,1.35,1.08,1.69,True,False
30358819,2019 Feb 1," CI: 1.08, 1.69) in weeks 25-28 to ",0.81,0.65,1.02,False,False
25491893,2015 Jan 1,"standard deviation, hazard ratio = ",0.83,0.71,0.96,True,False
25491893,2015 Jan 1,"standard deviation, hazard ratio = ",1.22,1.04,1.44,True,False
20639287,2010 Aug 15,at baseline (adjusted odds ratio = ,1.55,1.10,2.18,True,False
20639287,2010 Aug 15,t follow-up (adjusted odds ratio = ,1.62,1.21,2.18,True,False
20639287,2010 Aug 15,"8), or both (adjusted odds ratio = ",1.96,1.29,2.98,True,False
34791037,2022 Feb 19,HD hazard (adjusted hazard ratio = ,1.14,1.10,1.18,True,False
16269577,2006 Jan 1,", the risk of suicide decreased by ",15,9,21,False,False
16269577,2006 Jan 1,for each 5-kg/m2 increase in BMI = ,0.84,0.73,0.96,False,False
16269577,2006 Jan 1,ars after baseline (hazard ratio = ,0.87,0.79,0.96,True,False
20562186,2010 Jul 1,erved for <37.5 (odds ratio (OR) = ,1.21,0.87,1.70,True,False
20562186,2010 Jul 1," (CI): 0.87, 1.70), 37.5-<50 (OR = ",1.03,0.75,1.41,True,False
20562186,2010 Jul 1,"CI: 0.75, 1.41), or > or =75 (OR = ",1.11,0.79,1.55,True,False
17526865,2007 Aug 1, weight with the C/C6235 genotype (,156.3,283.6,29.0,False,False
17526865,2007 Aug 1,r CYP1A1 MspI and with Tyr/His113 (,93.8,188.6,1.1,False,False
17526865,2007 Aug 1,-1.1) as compared with His/His113 (,244.6,491.0,1.9,False,False
17526865,2007 Aug 1,ect in the EPHX1 Tyr/His113 group (,103.5,205.8,9.2,False,False
17526865,2007 Aug 1,-9.2) and in the His/His113 group (,687.3,748.3,178.3,False,False
14607804,2003 Nov 15,"artile vs. lowest, relative risk = ",3.3,1.1,10.4,True,False
14607804,2003 Nov 15,emenopausal women (relative risk = ,1.2,0.4,3.4,True,False
20650953,2010 Sep 1,t vs. lowest quartile odds ratio = ,0.59,0.41,0.84,True,False
20650953,2010 Sep 1,t vs. lowest quartile odds ratio = ,0.33,0.19,0.56,True,False
12181108,2002 Aug 15,defect (adjusted odds ratio (OR) = ,1.13,1.01,1.25,True,False
12181108,2002 Aug 15,.25) and of cardiac (adjusted OR = ,1.37,1.00,1.89,True,False
12181108,2002 Aug 15, respiratory system (adjusted OR = ,1.89,1.00,3.58,True,False
12181108,2002 Aug 15,", and urinary tract (adjusted OR = ",1.46,1.00,2.13,True,False
12181108,2002 Aug 15,", yielding adjusted odds ratios of ",1.63,1.02,2.58,True,False
12181108,2002 Aug 15,"CI: 1.02, 2.58) for the medium and ",1.81,1.05,3.09,False,False
12181108,2002 Aug 15,lated to high color (adjusted OR = ,2.60,1.30,5.26,True,False
17485730,2007 Jul 15,spring birth weight in mothers was ,0.87,0.82,0.93,False,False
17485730,2007 Jul 15,"I): 0.82, 0.93) and in fathers was ",0.94,0.89,0.99,False,False
17485730,2007 Jul 15,isease mortality among mothers was ,0.75,0.67,0.84,False,False
17485730,2007 Jul 15,", 0.84) and that among fathers was ",0.93,0.91,0.95,False,False
34165150,2021 Nov 2, with azithromycin (hazard ratio = ,1.55,1.07,2.24,True,False
23139249,2012 Dec 1,d with regular use of glucosamine (,17,7,26,False,False
23139249,2012 Dec 1,"nterval (CI): 7, 26), chondroitin (",22,8,33,False,False
23139249,2012 Dec 1,"22%, 95% CI: 8, 33), and fish oil (",16,0.3,29,False,False
12965874,2003 Sep 15,"ction, odds ratios were as high as ",1.65,1.13,2.40,True,False
12965874,2003 Sep 15,ompared with a parity of zero) and ,2.41,1.41,4.12,False,False
23292957,2013 Jan 15,rical comparators (relative risk = ,1.83,1.34,2.50,True,False
23292957,2013 Jan 15, under 1 year old (relative risk = ,0.83,0.73,0.94,True,False
20142394,2010 Mar 15,with regular moderate drinking was ,1.45,1.24,1.70,False,False
12746240,2003 May 15,risks of oral cancer (odds ratio = ,6.4,2.4,16.8,True,False
12746240,2003 May 15,xed (diluted) liquor (odds ratio = ,4.0,2.4,6.7,True,False
23296350,2013 Feb 1,. Corresponding hazard ratios were ,1.67,1.18,2.36,True,False
23296350,2013 Feb 1,"r maternal loss of an older child, ",2.06,1.44,2.94,False,False
23296350,2013 Feb 1,", 2.94) for loss of a sibling, and ",1.07,0.95,1.21,False,False
12615605,2003 Mar 1,ssed by a job exposure matrix were ,5.63,1.47,21.58,False,False
12615605,2003 Mar 1,"fidence interval: 1.47, 21.58) and ",2.39,1.02,5.63,False,False
12181107,2002 Aug 15,ity reduced EOC risk (odds ratio = ,0.61,0.46,0.81,True,False
12181107,2002 Aug 15," oral contraceptives were: serous, ",0.56,0.42,0.74,False,False
12181107,2002 Aug 15,"56 (95% CI: 0.42, 0.74); mucinous, ",1.96,1.04,3.68,False,False
12181107,2002 Aug 15,"95% CI: 1.04, 3.68); endometrioid, ",0.71,0.49,1.03,False,False
12181107,2002 Aug 15," (95% CI: 0.49, 1.03); clear cell, ",0.66,0.31,1.43,False,False
12181107,2002 Aug 15,"95% CI: 0.31, 1.43); and all EOCs, ",0.73,0.59,0.90,False,False
12181107,2002 Aug 15,y increased EOC risk (odds ratio = ,1.41,1.15,1.72,True,False
